"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2024/07/14","配送料・手数料","-550","Amazon.co.jp","その他","雑費","","0","j3n9EU_lycg_cHVFQB9LQma-O_T20MozM9J03w1FYFE"
"1","2024/07/14","サンワダイレクト LANケーブル CAT7 1m メッシュ スリム 伝送速度10Gbps 伝送帯域600MHz ツメ折れ防止カバー 500-LAN7MESL-01 販売: サンワサプライ直営【サンワダイレクト】★14時までの注文は国内から当日出荷★≪土日も出荷中≫","-570","Amazon.co.jp","日用品","日用品","","0","U8js1E0gS84zwSEKM9D04Rk_57I1__x3zRxnM9jpdzk"
"1","2024/07/14","サンワダイレクト LANケーブル CAT7 2m メッシュ スリム 伝送速度10Gbps 伝送帯域600MHz ツメ折れ防止カバー 500-LAN7MESL-02 販売: サンワサプライ直営【サンワダイレクト】★14時までの注文は国内から当日出荷★≪土日も出荷中≫","-740","Amazon.co.jp","日用品","日用品","","0","ow6VD6Oaio8fdQWgM25AH2cFYO7YmXtbj4Q4RD_AewE"
"1","2024/07/14","サンワダイレクト LANケーブル CAT7 0.5m メッシュ スリム 伝送速度10Gbps 伝送帯域600MHz ツメ折れ防止カバー 500-LAN7MESL-005 販売: サンワサプライ直営【サンワダイレクト】★14時までの注文は国内から当日出荷★≪土日も出荷中≫","-490","Amazon.co.jp","日用品","日用品","","0","PNKK7Y5s9LY5e5oXq9_r_hgbDv4de_NLStNQlM4MUHo"
"1","2024/07/14","まるしげ楽天市場支店 めかぶ ZIP! めざましテレビで紹介 高級 10秒deおいしいめかぶ 30食入 宮城 気仙沼 国産 無添加 冷凍 1ヶ月分 三陸産 メカブ 自家製タレ付 1箱 丸繁 一部 送料無料","-3470","楽天市場(my Rakuten)","未分類","未分類","","0","D75I_aEiQDKCbo4OZP3wwOVWZaHp_jz8po0FX6ZQbOk"
"1","2024/07/14","もぐもぐ(もぐもぐハウス)/iD","-3430","三井住友カード","未分類","未分類","","0","STvYXOXJCE_Lx488Z1d4wYToMZONp2IbYQkopvOwN24"
"1","2024/07/14","コカ・コーラ Cmode 自販機/iD","-180","三井住友カード","食費","食料品","","0","ixbeDU2Mohhs1Di-D5aTiCkKAb0p_n7I-dDBoTS2Q2U"
"0","2024/07/14","AMAZON.CO.JP","-2350","三井住友カード","教養・教育","書籍","","1","FqV5OY3ONXA0oxQgr_RRTImnwuF8l48wZxXsPVwVN1I"
"0","2024/07/14","AMAZON.CO.JP","-1036","三井住友カード","教養・教育","書籍","","1","BvZWgDScF2EMPkC9G1GFLPLiKAeBmB_JeU4dgrsZzeA"
"1","2024/07/13","PayPay セブンーイレブン","-1829","PayPayカード","食費","食料品","","0","4MkUliUqO0qVfOXrBmKbD4_lNtoWqwCHUrkqbOouKNE"
"1","2024/07/13","(株)シャトレーゼ/iD","-2723","三井住友カード","未分類","未分類","","0","HqT1J63ReCBjgfzNNA2PEzTDtMgFIAbw4aZp8_xaIRc"
"1","2024/07/13","コメダ珈琲店 川口芝店/iD","-2770","三井住友カード","食費","カフェ","","0","aaoTrmkLeM53MOvUsl_7cJGOpeayoElHHqFANA56AHc"
"1","2024/07/13","ZOOM.US 888-799-9666 (SAN JOSE )","-2338","三井住友カード","未分類","未分類","","0","ZZ7GwSyQAoMJ-cO62Qx2y7I5YCb78hO25Yoj4skyN9o"
"1","2024/07/13","コメダ珈琲店","-1000","三井住友カード","食費","カフェ","","0","3YjCr66VDorpO4ZFdU7LtVeAMypWCWA-X_QuRnCH-Jo"
"1","2024/07/13","コメダ珈琲店","-1000","三井住友カード","食費","カフェ","","0","qjBUp47pwJOBr6XCjOdY4xRDV0wUlcGwyyegdm1jFdg"
"1","2024/07/12","セブン-イレブン/iD","-1916","三井住友カード","食費","食料品","","0","YCGfInl6kh4AyLNzN49IdQSm4aypcwTM96ryBVEBkf0"
"1","2024/07/12","コメダ珈琲店","-1000","三井住友カード","食費","カフェ","","0","5LELG2TyEjAVY8pv1DCdj8IWcVwTuhpxXU69Oswp8mU"
"1","2024/07/12","口座振替4 オリコ","-8473","三菱UFJ銀行","現金・カード","カード引き落とし","","0","LCx_L3Eq3P8pemakbnXR4UaUbXx6RvXxRwUAd0nZUtE"
"1","2024/07/11","CLAUDE.AI SUBS(ヘンサイヘンコウ","-3308","楽天カード","未分類","未分類","","0","S9W98Ku0PMnDipVfMsVZccdC61_R_qThgMfbv_CLcLM"
"1","2024/07/11","飲料自販機/iD","-140","三井住友カード","食費","食料品","","0","8ZB9l49in6OuZHE0B3gJNGv_5QMEc7rfglzir9oZMKI"
"1","2024/07/11","コカ・コーラ Cmode 自販機/iD","-160","三井住友カード","食費","食料品","","0","UoEx0EjXgnI0YHdJ8Fa_FaTnnhcq_xUJwSquoAtJtqg"
"1","2024/07/11","ADOBE *ADOBE (ADOBE.LY/JPJP)","-7780","三井住友カード","その他","事業経費","","0","kAooPzl3iWDCbuZCvqT4fLFgftmUfsX3yonR1NETW3s"
"1","2024/07/11","ENEOS-SS","-2998","三井住友カード","自動車","ガソリン","","0","os3qOxVQl7FPP6lfsVi2hwa2spXcAvPzS3kTBz7eJVc"
"1","2024/07/10","PayPay セブンーイレブン","-1160","PayPayカード","食費","食料品","","0","jpdtMdhwopKAALbEjFtU8fPjovnjo0Rc2RPSyeH6oyA"
"1","2024/07/10","PayPay 原宿しずる","-1850","PayPayカード","未分類","未分類","","0","WGEe9BW1ynJ2UbDPUr7rBJYk8r_xebMAisaO5hNu7Ak"
"1","2024/07/10","PayPay アップシーデイジー","-23320","PayPayカード","未分類","未分類","","0","5_dlLbR0Z80ROGlcURszmLPs6fLeSs5Pm1maCTOfCPU"
"1","2024/07/10","コカ・コーラ Cmode 自販機/iD","-140","三井住友カード","食費","食料品","","0","lyY8b5teQkfkxCo4Q1pbcJhYD6-lI8N3ZPQuHJdEZOA"
"1","2024/07/09","PayPay ファミリーマート","-1320","PayPayカード","食費","食料品","","0","5LOILhTo56H9UEz6_L5DV7ekXfbFA_h3JdJxzMj5AFE"
"1","2024/07/09","PayPay スシローお持ち帰りネット注","-10110","PayPayカード","未分類","未分類","","0","1H7p3YMiv1uQnJypAuMDAR1kMkkcIl8vStWyiXs5jn0"
"1","2024/07/09","コメダ珈琲店 浦和松木店/iD","-1110","三井住友カード","食費","カフェ","","0","E7cJrbE3EXHV3KgbIlhxPU5oyHEazpQGR3s4Y2SKkDo"
"1","2024/07/08","マクドナルド/iD","-280","三井住友カード","食費","外食","","0","huX8uUoImdyjBSCDYuUbz03pfCx1X0f43ZNdTCWmjoY"
"1","2024/07/08","コカ・コーラ Cmode 自販機/iD","-160","三井住友カード","食費","食料品","","0","fG9g7JlTZmH9yTTAOJ4eGwQLroOUiM4Y53pA0pWPl8U"
"1","2024/07/07","PayPay セブンーイレブン","-752","PayPayカード","食費","食料品","","0","6ehf7v3IEHRvZq6i0bjruArM5B6Ahq_OQ4-X99iXppE"
"1","2024/07/07","PayPay イオンリテール","-820","PayPayカード","日用品","日用品","","0","zGzfqf6VD9uLJ4DSiOvpsjK7So7rIaTSOlwmzp5ihi0"
"1","2024/07/07","PayPay ムラサキスポーツ","-15400","PayPayカード","趣味・娯楽","スポーツ","","0","rnOnFqXJJdo1cd4LPipeXVw4d6cwURY1rBIdKY6RaUY"
"1","2024/07/07","05月度再振替手数料","-220","楽天カード","その他","雑費","","0","UHSP6-ggFy_oL9BAIY4M8yUvZY31ZUifZu4MxqYZu3Y"
"1","2024/07/07","ヨドバシカメラさいたま新都心駅前店/iD","-39600","三井住友カード","特別な支出","家具・家電","","0","nKHQj4V83bGdqeEhuplGu72BIpTTLL7ySZb9pWCe6hA"
"1","2024/07/07","freee","-26136","三井住友カード","その他","事業経費","","0","RmFruH0Jq1dkW2eEJIIBY1EZrbe2eUBOUFl3MZyxLQU"
"1","2024/07/07","イオン SCレイクタウン/iD","-7161","三井住友カード","日用品","日用品","","0","-ldWW0TSev3dr8EX_Nid_NurMiRMhjm8ypXeq26j57M"
"1","2024/07/07","モダンパスタ 川口差間店/iD","-5724","三井住友カード","食費","外食","","0","qzfA6IcDRL9VIzCLL8ywAMSpA0DcSZG4XFpbAoqOsIg"
"1","2024/07/07","ENEOS-SS","-2500","三井住友カード","自動車","ガソリン","","0","9HJDc2ybojKEK5J1VveTlCLALjST-ZtDBy_TH538CiU"
"1","2024/07/07","ENEOS-SS","-400","三井住友カード","自動車","ガソリン","","0","Uit2-8YA1gIAP3-nccLVcpdA5EFVdvM4L3ujGbDh9S4"
"1","2024/07/07","ENEOS-SS","-1200","三井住友カード","自動車","ガソリン","","0","Y6lIvAPff9v97WtB9ewrSkr8vA1mB_qHhk63E_FpSbA"
"1","2024/07/07","freee","-2860","三井住友カード","その他","事業経費","","0","hgK6CD0q5wH_a6105u9C5uDp6W-AnCOFawvI2TnaTMQ"
"1","2024/07/06","Audible会員プラン[Audiobook]","-1500","Amazon.co.jp","教養・教育","書籍","","0","JTgOzZzOjmrWiyVW06xc38Qg_U5tPxX3QzahCZdXqus"
"1","2024/07/06","PayPay 自動販売機 QRde決済","-180","PayPayカード","食費","食料品","","0","DPkmNtiyKJodbIWM6ocfP7DjRv7WHgzbPMio7nvHAgg"
"1","2024/07/06","PayPay ファミリーマート","-660","PayPayカード","食費","食料品","","0","P0_YYf929kuM6uuVM6BmXjQuYNjFhi5xQM5CVWZk6Yo"
"1","2024/07/06","マクドナルド/iD","-420","三井住友カード","食費","外食","","0","8p53dMtAIPArcB-5DYYRD_x9kwRhc8evrw0wHNCnKn8"
"1","2024/07/06","セブン-イレブン/iD","-1420","三井住友カード","食費","食料品","","0","jc9ysWpRlf38Ta9T5CHMgdzavidPOMf_Y1yNVnIFwFY"
"1","2024/07/06","マクドナルドモバイルオーダー/AP","-820","三井住友カード","食費","外食","","0","BLNaTAAa4UFs95c3ANfHCPkllNGxq4kKTCW_EoVzLTA"
"1","2024/07/06","マクドナルドモバイルオーダー/AP","-1600","三井住友カード","食費","外食","","0","2GRDSI08iWGeQt2vcxsFsXbkfgN0ie1qvv6a8nhidx0"
"0","2024/07/06","Audible / AMZN","-1500","三井住友カード","教養・教育","書籍","","1","YlKghmCs4vSRqbAac4LqXzi1Uinmtc9MCTr9uBQaVwI"
"1","2024/07/05","PayPay 087 cafe&bist","-1400","PayPayカード","未分類","未分類","","0","Sm3Bn39AEqcSIVyb9sS6VEeybqpCD973pi0hxDOxb-c"
"1","2024/07/05","ソフトバンクM(06月分)","-55146","三井住友カード","通信費","携帯電話","","0","SRnLBDaGGFzxHBQ9szV0pnVo31mCXeo98ocyH19rIks"
"1","2024/07/05","コカ・コーラ Cmode 自販機/iD","-160","三井住友カード","食費","食料品","","0","TcjQYWzSIz7T4NPFnIfz0sH-z0CCJYzrw89ZtenvxXM"
"1","2024/07/05","セブン-イレブン/iD","-160","三井住友カード","食費","食料品","","0","Hjh6AGBUTKkPjKwcPk0kCbpadZHspN04JG523ivB9K4"
"1","2024/07/05","ビックカメラドットコム","-1980","三井住友カード","日用品","日用品","","0","qU7brzxXAymhYKSxJ5VDdFs_Vr7LdoJZaAVDEuJWegk"
"1","2024/07/04","PayPay KitchenCarLus","-550","PayPayカード","未分類","未分類","","0","3bQe_Zfs91_t6XS6yA89RCXGTOLv6rV4PXl81BSQfyo"
"1","2024/07/04","PayPay ローソン","-1253","PayPayカード","食費","食料品","","0","dS60YxDfVSDEuiIx37j7CPsqSHQRUyz34it-moCwB7A"
"1","2024/07/04","PayPay コメダ珈琲店","-1380","PayPayカード","食費","カフェ","","0","_ILXutIq8EjlUdyVV6oGyQf10i81qaU3kLafIR8hz4o"
"1","2024/07/04","Surprise School","-18000","三井住友カード","未分類","未分類","","0","krAxj5yK5wTGXGp8VVThCwOvtmZ8uBhNhEo2DbST3Ew"
"1","2024/07/04","iD/温野菜 東浦和店 /iD","-2783","三井住友カード","未分類","未分類","","0","Vz-pIYjZJTYuhlNo3m8JrQs7G613oPr19tb5MTJE2T0"
"1","2024/07/04","セブン-イレブン/iD","-300","三井住友カード","食費","食料品","","0","ltu0NDzWXnQsI6CcAEfeMpBnbwxGOVKpaalVc2UcSAI"
"1","2024/07/04","口座振替3 ビユ-カ-ド","-2360","三菱UFJ銀行","現金・カード","カード引き落とし","","0","p52_XXcB34bS4uJxFvnWSlldNcbOxQNvwP4C73xV02o"
"1","2024/07/03","PayPay セブンーイレブン","-352","PayPayカード","食費","食料品","","0","osH7JI8DywxJVQCCDxFcHU8AkLJvoswEb9DVgf7Jmtc"
"1","2024/07/03","PayPay ドラッグストアセキ","-6920","PayPayカード","日用品","ドラッグストア","","0","adU8zBI8y4hSSpmK-Q0eCo4Xejzhn95Gyg1bk2iXSA0"
"1","2024/07/03","オンライン決済 ST*楽創未来株式会社","-6280","三井住友カード","未分類","未分類","","0","hwO9dir2q-_vVoD-fvymwC3k66C19Mnu9NifvKGSJsA"
"1","2024/07/02","ナプラ HB ファンタスケア C トリートメント 3000g レフィル 販売: シャンティー","-3751","Amazon.co.jp","未分類","未分類","","0","ojjXOI6FQy6tdybdsouV_uY8VRpfz3lG7fEH2VfCiZ8"
"1","2024/07/02","ナプラ HB ファンタスケア C シャンプー 4000ml レフィル 販売: BEAUTY HOUSE ET","-4266","Amazon.co.jp","未分類","未分類","","0","cSCKpxpRC7WvUo52T4zjfSKSf4acK4dxEvwJXkzkXAA"
"1","2024/07/02","PayPay セブンーイレブン","-730","PayPayカード","食費","食料品","","0","A4O6oyt6E82X1sGu0IESzlZmrs_cfg3LQ_FAT4-2PiM"
"1","2024/07/02","PayPay 087 cafe&bist","-1100","PayPayカード","未分類","未分類","","0","5MEYWRaItForMuN2yWi8VC8az6O1oxqqR78FX07lsMk"
"1","2024/07/02","PayPay ファミリーマート","-1160","PayPayカード","食費","食料品","","0","nmGu8HT_FFkMyEHSyb_6wcrLJjlWaGmM9DdoZ5QQQuM"
"1","2024/07/02","コカ・コーラ Cmode 自販機/iD","-130","三井住友カード","食費","食料品","","0","DUn0LLqN5Tic3Yr92pxuX4a38asg6F91Cdk_G1y1QaM"
"0","2024/07/02","AMAZON.CO.JP","-3751","三井住友カード","教養・教育","書籍","","1","kQ8YjPV6a75RV4mQ6MNfsqw1piIq5tkEOMsTV4XCVdI"
"0","2024/07/02","AMAZON.CO.JP","-4266","三井住友カード","教養・教育","書籍","","1","aLMKTPYUZH4IWwhRGyR_xjzBVVlkTKpQQfrf6LkfylQ"
"1","2024/07/01","PayPay セブンーイレブン","-302","PayPayカード","食費","食料品","","0","iWczdyY8iIMD2F6m8-n29P18j2-Me13w2D9jhjn52iA"
"1","2024/07/01","PayPay 吉野家","-861","PayPayカード","食費","食費","","0","_cr-4hcLewPtEBj9rK4ZMoiO5Xjf2g-fAKj3x_UR0h4"
"1","2024/07/01","PayPay 吉野家","-908","PayPayカード","食費","食費","","0","BHTAXo61NCGGzqn7p_RDqcLh6mnN2BUR8WnGy83pbPY"
"1","2024/07/01","お名前.comレンタルサーバー","-1573","三井住友カード","通信費","その他通信費","","0","Buc2Rdk0DUjuZxGoBZPHis66J0AFOvMYnNWFfDopsAQ"
"1","2024/07/01","為替手数料 フリコミ テスウリヨウ","-220","三菱UFJ銀行","その他","雑費","","0","atba8-OQ-eUH1wNU8bnOi8TCtiNqEaOeHdsyJkb2FEA"
"1","2024/07/01","振込IB2 ペイペイカ-ド(カ","-61094","三菱UFJ銀行","未分類","未分類","","0","CunLsS9ilK8suQGKTu-_-Uk9tMCXQ9_3k9-ALhktAMg"
